"identified_name","difference","accepted_name","identified_rank","accepted_rank","accepted_attr","phylum","class","order","family","genus","subgenus_name","subgenus_reso","primary_reso","species_reso","phylum_no","class_no","order_no","family_no","genus_no","subgenus_no","identified_no","accepted_no"
"Protocyon sp.",NA,"Protocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,41238,41238
"Protocyon sp.",NA,"Protocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,41238,41238
"Canis n. sp. dirus","recombined as","Aenocyon dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,43787,NA,44837,44837
"Dinocynops n. sp. nehringi","recombined as","Stereocyon nehringi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,43787,NA,475522,475522
"Canis n. sp. variabilis",NA,"Canis variabilis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475469,399955
"Lutra n. sp. melina","recombined as","Enhydrictis melina","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydrictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41108,NA,470165,470165
"Canis n. sp. cyonoides","subjective synonym of","Canis mosbachensis variabilis","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,399956,399954
"Xenocyon falconeri",NA,"Xenocyon falconeri","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,475352,433189
"Canis n. sp. antonii","recombined as","Xenocyon antonii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,433190,433190
"Canis n. sp. feneus",NA,"Canis feneus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,301915,301915
"Vulpes n. sp. sinensis",NA,"Vulpes sinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,470111,470111
"Lutra n. sp. brachygnathus",NA,"Lutra brachygnathus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41122,NA,470112,470112
"Meles n. sp. taxipater",NA,"Meles taxipater","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41129,NA,476333,476333
"Hyaena sinensis","subjective synonym of","Pachycrocuta brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,376859,366708
"Machairodus n. sp. horribilis","recombined as","Amphimachairodus horribilis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,280635,NA,470110,470110
"Felis sp.",NA,"Felis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Vulpes n. sp. riffautae",NA,"Vulpes riffautae","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,433160,433160
"Vulpes beihaiensis",NA,"Vulpes beihaiensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,433159,433159
"Vulpes n. sp. beihaiensis",NA,"Vulpes beihaiensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,433159,433159
"Cuon n. sp. europaeus","recombined as","Cuon alpinus europaeus","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41204,NA,475285,475285
"n. gen. Lycorus n. sp. nemesianus",NA,"Lycorus nemesianus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycorus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,476454,NA,476455,476455
"Cuon europaeus","recombined as","Cuon alpinus europaeus","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,NA,33815,36651,36905,41189,41204,NA,475285,475285
"Cynodon palustris","recombined as","Amphicynodon palustris","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,NA,33815,36651,36905,41301,41307,NA,476511,476511
"Proplesictis n. sp. aymardi",NA,"Proplesictis aymardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Proplesictis",NA,NA,NA,"n. sp.",33815,36651,36905,41301,476516,NA,476517,476517
"Cynodictis n. sp. brachyrostris","recombined as","Amphicynodon brachyrostris","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41307,NA,476483,476483
"Amphicynodon n. sp. chardini",NA,"Amphicynodon chardini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41307,NA,476540,476540
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Panthera sp.",NA,"Panthera","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,41066,41066
"Agriarctos nikolovi","species not entered","Agriarctos","species","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriarctos",NA,NA,NA,NA,33815,36651,36905,41301,104010,NA,104010,104010
"Agriarctos nikolovi","species not entered","Agriarctos","species","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriarctos",NA,NA,NA,NA,33815,36651,36905,41301,104010,NA,104010,104010
"Vulpes stenognathus",NA,"Vulpes stenognathus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,52688,52688
"Eucyon davisi",NA,"Eucyon davisi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,46384,44836
"Pliotaxidea nevadensis",NA,"Pliotaxidea nevadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Pliotaxidea",NA,NA,NA,NA,33815,36651,36905,41086,41156,NA,50609,52090
"Pseudaelurus quadridentatus",NA,"Pseudaelurus quadridentatus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus",NA,NA,NA,NA,33815,36651,36905,41045,41072,NA,136631,53604
"Amphicyon major",NA,"Amphicyon major","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,56987,56987
"Necromanis cf. franconica","recombined as","Lutra franconica","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"cf.",33815,36651,36905,41086,41122,NA,383998,383997
"Amphicyon palaeindicus",NA,"Amphicyon palaeindicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,478218,478218
"Amphicyon n. sp. palaeindicus",NA,"Amphicyon palaeindicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41271,NA,478218,478218
"Pinnarctidion n. sp. iverseni",NA,"Pinnarctidion iverseni","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pinnarctidion",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36938,NA,469791,469791
"Cyonasua sp.",NA,"Cyonasua","genus","genus",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,41255,41255
"Smilodon fatalis",NA,"Smilodon fatalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51613,46515
"Panthera (cf. Panthera) spelaea","recombined as","Panthera leo spelaea","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera","cf.",NA,NA,33815,36651,36905,41045,41066,NA,429746,308748
"Panthera (cf. Panthera) atrox","recombined as","Panthera leo atrox","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera","cf.",NA,NA,33815,36651,36905,41045,41066,NA,49733,46509
"cf. Smilodon sp.",NA,"Smilodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,"cf.",NA,33815,36651,36905,41045,41079,NA,41079,41079
"cf. Ursidae sp.",NA,"Ursidae","genus","family",NA,"Chordata","Mammalia","Carnivora","Ursidae",NA,NA,NA,"cf.",NA,33815,36651,36905,41301,NA,NA,41301,41301
"Dusicyon avus",NA,"Dusicyon avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,260304,260304
"Arctotherium sp.",NA,"Arctotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,NA,33815,36651,36905,41301,44307,NA,44307,44307
"Dusicyon avus",NA,"Dusicyon avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,260304,260304
"cf. Dusicyon avus",NA,"Dusicyon avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,"cf.",NA,33815,36651,36905,41189,41209,NA,260304,260304
"Lycalopex sp.",NA,"Lycalopex","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,424454,424454
"Caninae indet.",NA,"Caninae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,90655,90655
"cf. Panthera sp.",NA,"Panthera","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,"cf.",NA,33815,36651,36905,41045,41066,NA,41066,41066
"Smilodon sp.",NA,"Smilodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,41079,41079
"Leopardus pardalis",NA,"Leopardus pardalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,47513,46525
"Leopardus pardalis",NA,"Leopardus pardalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,47513,46525
"Leopardus pardalis",NA,"Leopardus pardalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,47513,46525
"Leopardus pardalis",NA,"Leopardus pardalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,47513,46525
"Odobenus rosmarus",NA,"Odobenus rosmarus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",NA,NA,NA,NA,33815,36651,36905,41336,36931,NA,72172,72267
"Monachopsis pontica","nomen dubium","Phocidae","species","family",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,33815,36651,36905,41186,NA,NA,72338,41186
"Pachyphoca n. sp. volkodavi","nomen dubium","Phocidae","species","family",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,"n. sp.",33815,36651,36905,41186,NA,NA,480732,41186
"Cyonasua longirostris",NA,"Cyonasua longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,388674,388674
"Cyonasua sp.",NA,"Cyonasua","genus","genus",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,41255,41255
"Cyonasua zettii",NA,"Cyonasua zettii","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,480763,480763
"Cyonasua longirostris",NA,"Cyonasua longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,388674,388674
"Cyonasua n. sp. zettii",NA,"Cyonasua zettii","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41255,NA,480763,480763
"Cyonasua longirostris",NA,"Cyonasua longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,388674,388674
"Panthera onca",NA,"Panthera onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49735,46524
"Panthera onca",NA,"Panthera onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49735,46524
"Panthera onca",NA,"Panthera onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49735,46524
"Canis vulpes","recombined as","Vulpes vulpes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,44890,44890
"Meles meles",NA,"Meles meles","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,157470,104171
"Felis leo","recombined as","Panthera leo","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,46521,46521
"Monachus monachus",NA,"Monachus monachus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monachus",NA,NA,NA,NA,33815,36651,36905,41186,36926,NA,80789,104981
"Bassariscus astutus",NA,"Bassariscus astutus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,NA,33815,36651,36905,41249,41252,NA,44454,44450
"Procyon lotor",NA,"Procyon lotor","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Procyon",NA,NA,NA,NA,33815,36651,36905,41249,41262,NA,50729,52607
"Urocyon cinereoargenteus",NA,"Urocyon cinereoargenteus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,NA,33815,36651,36905,41189,41247,NA,52594,44832
"Acrophoca longirostris",NA,"Acrophoca longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Acrophoca",NA,NA,NA,NA,33815,36651,36905,41186,41187,NA,72219,72219
"Acrophoca sp.",NA,"Acrophoca","genus","genus",NA,"Chordata","Mammalia","Carnivora","Phocidae","Acrophoca",NA,NA,NA,NA,33815,36651,36905,41186,41187,NA,41187,41187
"Hadrokirus martini",NA,"Hadrokirus martini","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",NA,NA,NA,NA,33815,36651,36905,41186,278863,NA,278864,278864
"cf. Hadrokirus martini",NA,"Hadrokirus martini","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",NA,NA,"cf.",NA,33815,36651,36905,41186,278863,NA,278864,278864
"Monachinae indet.",NA,"Monachinae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,33815,36651,36905,41186,NA,NA,53274,53274
"Valenictus n. sp. sheperdi",NA,"Valenictus sheperdi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,"n. sp.",33815,36651,36905,41336,71854,NA,482541,482541
"Odobeninae indet.",NA,"Odobeninae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Odobenidae",NA,NA,NA,NA,NA,33815,36651,36905,41336,NA,NA,53283,53283
"Odobenini indet.",NA,"Odobenini","tribe","tribe",NA,"Chordata","Mammalia","Carnivora","Odobenidae",NA,NA,NA,NA,NA,33815,36651,36905,41336,NA,NA,71860,71860
"Valenictus chulavistensis",NA,"Valenictus chulavistensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,NA,33815,36651,36905,41336,71854,NA,71856,71856
"Valenictus cf. sheperdi",NA,"Valenictus sheperdi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,"cf.",33815,36651,36905,41336,71854,NA,482541,482541
"Amphictis sp.",NA,"Amphictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Amphictis",NA,NA,NA,NA,33815,36651,36905,96674,41090,NA,41090,41090
"Homiphoca sp.",NA,"Homiphoca","genus","genus",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,53275,53275
"Lobodontini indet.",NA,"Lobodontini","tribe","tribe",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,33815,36651,36905,41186,NA,NA,53278,53278
"Sarcodectes magnus",NA,"Sarcodectes magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Sarcodectes",NA,NA,NA,NA,33815,36651,36905,41186,428557,NA,428558,428558
"Mirounga sp.",NA,"Mirounga","genus","genus",NA,"Chordata","Mammalia","Carnivora","Phocidae","Mirounga",NA,NA,NA,NA,33815,36651,36905,41186,53277,NA,53277,53277
"Amphicynodon sp.",NA,"Amphicynodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,NA,33815,36651,36905,41301,41307,NA,41307,41307
"Canis simensis",NA,"Canis simensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,433177,433177
"n. gen. Magophoca n. sp. brevirostris",NA,"Magophoca brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Magophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,488938,NA,488939,488939
"Phoca procaspica","recombined as","Praepusa procaspica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Praepusa",NA,NA,NA,NA,33815,36651,36905,41186,36944,NA,488987,488987
"Felis sp.",NA,"Felis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Borophagus secundus",NA,"Borophagus secundus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,NA,33815,36651,36905,41189,41196,NA,44603,44603
"Cuon javanicus","species not entered","Cuon","species","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,NA,33815,36651,36905,41189,41204,NA,41204,41204
"Pachycrocuta licenti",NA,"Pachycrocuta licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,475274,475273
"Ailuropoda wulingshanensis",NA,"Ailuropoda wulingshanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ailuropoda",NA,NA,NA,NA,33815,36651,36905,41301,41304,NA,104028,104027
"Paguma largata","species not entered","Paguma","species","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Paguma",NA,NA,NA,NA,33815,36651,36905,40997,136643,NA,136643,136643
"Viverra sp.",NA,"Viverra","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,NA,33815,36651,36905,40997,41018,NA,41018,41018
"Ursus sp.",NA,"Ursus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,41331,41331
"Panthera pardus",NA,"Panthera pardus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,72185,104158
"Sivapanthera pleistocaenicus","species not entered","Sivapanthera","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Sivapanthera",NA,NA,NA,NA,33815,36651,36905,41045,57433,NA,57433,57433
"Megantereon sp.",NA,"Megantereon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,NA,33815,36651,36905,41045,41060,NA,41060,41060
